Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2024 09 29 12	0.3	6.2	7.5	355	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 29 13	0.28	5.8	7.5	357	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 29 14	0.31	3.3	7.5	5	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 29 15	0.34	2.8	7.5	10	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 29 16	0.32	2.7	7.5	10	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 29 17	0.28	3.0	7.5	6	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 29 18	0.23	3.6	6.8	359	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 29 19	0.22	5.5	14.7	354	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 29 20	0.27	8.1	14.7	351	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 29 21	0.38	10.2	13.3	349	-9999.9	-9999.9	0.34	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 29 22	0.5	11.4	13.3	348	-9999.9	-9999.9	0.47	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 29 23	0.62	12.1	13.3	347	-9999.9	-9999.9	0.59	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 00	0.72	12.7	14.7	348	-9999.9	-9999.9	0.68	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 01	0.82	13.2	14.7	348	-9999.9	-9999.9	0.79	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 02	0.94	13.3	16.1	349	-9999.9	-9999.9	0.89	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 03	1.05	13.2	16.1	349	-9999.9	-9999.9	0.99	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 04	1.13	13.1	16.1	349	-9999.9	-9999.9	1.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 05	1.2	12.8	14.7	350	-9999.9	-9999.9	1.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 06	1.23	12.6	14.7	350	-9999.9	-9999.9	1.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 07	1.25	12.3	14.7	350	-9999.9	-9999.9	1.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 08	1.25	12.2	14.7	350	-9999.9	-9999.9	1.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 09	1.22	12.1	13.3	350	-9999.9	-9999.9	1.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 10	1.19	11.9	13.3	350	-9999.9	-9999.9	1.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 11	1.15	11.8	13.3	350	-9999.9	-9999.9	1.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 12	1.1	11.6	13.3	349	-9999.9	-9999.9	1.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 13	1.05	11.4	13.3	349	-9999.9	-9999.9	0.97	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 14	1.01	11.1	13.3	349	-9999.9	-9999.9	0.92	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 15	0.97	10.9	12.1	348	-9999.9	-9999.9	0.87	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 16	0.94	10.6	12.1	348	-9999.9	-9999.9	0.84	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 17	0.91	10.4	12.1	347	-9999.9	-9999.9	0.8	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 18	0.88	10.2	12.1	347	-9999.9	-9999.9	0.76	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 19	0.84	10.0	12.1	347	-9999.9	-9999.9	0.72	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 20	0.81	9.8	12.1	347	-9999.9	-9999.9	0.69	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 21	0.78	9.6	12.1	346	-9999.9	-9999.9	0.65	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 22	0.76	9.4	12.1	346	-9999.9	-9999.9	0.61	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 09 30 23	0.74	9.2	11.0	346	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 00	0.72	9.0	11.0	346	-9999.9	-9999.9	0.55	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 01	0.7	8.8	11.0	346	-9999.9	-9999.9	0.52	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 02	0.68	8.7	11.0	346	-9999.9	-9999.9	0.49	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 03	0.67	8.5	11.0	346	-9999.9	-9999.9	0.46	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 04	0.65	8.3	11.0	346	-9999.9	-9999.9	0.43	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 05	0.63	8.2	10.0	346	-9999.9	-9999.9	0.39	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 06	0.62	8.0	10.0	346	-9999.9	-9999.9	0.36	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 07	0.6	7.8	10.0	347	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 08	0.59	7.7	10.0	347	-9999.9	-9999.9	0.3	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 09	0.57	7.6	10.0	346	-9999.9	-9999.9	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 10	0.55	7.5	10.0	346	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 11	0.53	7.4	9.1	346	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 12	0.51	7.2	9.1	346	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 13	0.49	7.1	9.1	346	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 14	0.47	7.0	9.1	346	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 15	0.45	6.9	9.1	346	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 16	0.46	6.7	9.1	345	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 17	0.56	5.9	9.1	345	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 18	0.65	5.5	9.1	345	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 19	0.65	5.7	9.1	345	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 20	0.59	5.9	8.3	346	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 21	0.53	5.8	8.3	346	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 22	0.49	5.7	8.3	348	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 01 23	0.47	5.6	8.3	349	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 00	0.46	5.6	8.3	350	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 01	0.47	5.7	8.3	351	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 02	0.49	5.8	7.5	353	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 03	0.52	5.9	6.8	354	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 04	0.55	5.9	6.8	356	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 05	0.56	5.9	6.8	357	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 06	0.57	5.8	6.2	358	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 07	0.56	5.8	6.2	359	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 08	0.55	5.8	6.2	0	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 09	0.54	5.6	6.2	0	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 10	0.64	4.1	5.7	8	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 11	0.7	4.0	4.7	12	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 12	0.72	4.0	5.1	16	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 13	0.72	4.0	5.1	17	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 14	0.79	3.9	5.1	20	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 15	0.96	3.8	5.1	23	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 16	0.9	3.9	5.1	21	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 17	0.75	4.2	5.1	16	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 18	0.63	4.5	4.7	10	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 19	0.6	4.6	4.7	6	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 20	0.62	4.4	4.7	5	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 21	0.64	4.0	4.7	6	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 22	0.62	4.0	4.7	5	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 02 23	0.61	3.9	4.7	5	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 00	0.6	4.1	4.7	4	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 01	0.59	4.4	4.7	4	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 02	0.57	4.5	5.1	4	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 03	0.57	4.5	5.1	4	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 04	0.55	4.6	5.1	5	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 05	0.54	4.6	5.1	5	-9999.9	-9999.9	0.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 06	0.53	4.6	5.1	5	-9999.9	-9999.9	0.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 07	0.52	4.6	5.1	5	-9999.9	-9999.9	0.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 08	0.51	4.6	4.7	5	-9999.9	-9999.9	0.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 09	0.49	4.7	4.7	5	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 10	0.47	4.8	4.7	4	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 11	0.45	4.8	4.7	3	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 12	0.44	4.9	4.7	1	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 13	0.42	5.0	4.7	0	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 14	0.41	5.1	6.8	359	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 15	0.4	5.1	6.8	358	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 16	0.39	5.1	6.8	358	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 17	0.39	5.1	6.8	358	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 18	0.39	5.1	6.8	358	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 19	0.39	5.1	9.1	359	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 20	0.4	5.0	9.1	359	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 21	0.41	4.8	9.1	0	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 22	0.42	4.6	4.7	1	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 03 23	0.42	4.6	4.7	1	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 00	0.42	4.5	4.7	1	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 01	0.42	4.6	4.7	1	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 02	0.42	4.5	4.7	1	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 03	0.42	4.5	4.7	2	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 04	0.43	4.4	4.7	3	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 05	0.43	4.3	4.7	3	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 06	0.42	4.3	4.7	4	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 07	0.42	4.3	4.7	4	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 08	0.41	4.2	4.7	4	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 09	0.4	4.2	4.2	5	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 10	0.43	3.8	4.2	8	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 11	0.51	3.4	4.2	13	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 12	0.54	3.5	4.2	16	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 13	0.55	3.4	4.2	18	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 14	0.57	3.4	4.2	21	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 15	0.61	3.5	4.7	22	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 16	0.62	3.6	4.7	24	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 17	0.62	3.7	4.7	25	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 18	0.6	3.8	4.7	26	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 19	0.56	3.9	4.7	27	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 20	0.54	3.9	4.7	27	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 21	0.51	3.9	4.7	28	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 22	0.47	3.8	4.7	29	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 04 23	0.45	3.8	4.7	30	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 00	0.44	3.8	4.7	31	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 01	0.44	3.8	5.1	32	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 02	0.45	3.9	5.1	32	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 03	0.45	4.1	5.1	32	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 04	0.44	4.2	5.1	31	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 05	0.43	4.2	5.1	32	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 06	0.41	4.4	5.7	32	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 07	0.39	4.4	5.1	33	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 08	0.35	4.3	5.1	35	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 09	0.35	4.3	5.7	37	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 10	0.34	4.3	6.2	37	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 11	0.34	4.3	6.2	37	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 12	0.33	4.3	6.2	37	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 13	0.33	4.2	6.2	37	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 14	0.34	4.0	6.2	35	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 15	0.33	3.6	6.2	34	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 16	0.3	3.9	5.7	34	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 17	0.27	4.0	5.7	34	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 18	0.25	4.1	5.1	34	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 19	0.24	4.1	5.1	34	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 20	0.22	4.0	5.1	33	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 21	0.2	3.9	4.7	32	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 22	0.19	3.9	4.7	30	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 05 23	0.17	3.9	4.7	28	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 00	0.17	3.9	13.3	25	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 01	0.16	4.1	13.3	22	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 02	0.16	4.2	13.3	17	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 03	0.17	4.6	13.3	11	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 04	0.17	5.1	13.3	5	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 05	0.19	5.5	10.0	360	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 06	0.2	5.4	10.0	357	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 07	0.2	5.6	13.3	354	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 08	0.21	6.0	13.3	351	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 09	0.21	6.2	13.3	349	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 10	0.21	6.5	13.3	348	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 11	0.21	6.5	13.3	347	-9999.9	-9999.9	0.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 12	0.21	4.8	13.3	346	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 13	0.21	6.1	13.3	346	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 14	0.21	7.7	12.1	347	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 15	0.21	7.9	12.1	347	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 16	0.23	7.8	12.1	347	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 17	0.25	7.4	12.1	346	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 18	0.28	7.1	13.3	345	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 19	0.32	6.4	13.3	346	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 20	0.37	5.5	13.3	347	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 21	0.41	6.2	13.3	348	-9999.9	-9999.9	0.33	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 22	0.46	7.7	13.3	348	-9999.9	-9999.9	0.39	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 06 23	0.52	9.5	14.7	348	-9999.9	-9999.9	0.47	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 00	0.61	11.2	16.1	349	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 01	0.71	12.7	16.1	350	-9999.9	-9999.9	0.68	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 02	0.8	13.4	16.1	350	-9999.9	-9999.9	0.78	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 03	0.88	13.8	16.1	351	-9999.9	-9999.9	0.86	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 04	0.93	14.0	16.1	351	-9999.9	-9999.9	0.91	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 05	0.97	14.0	16.1	351	-9999.9	-9999.9	0.95	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 06	0.99	14.0	16.1	351	-9999.9	-9999.9	0.97	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 07	1.01	13.9	16.1	350	-9999.9	-9999.9	0.99	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 08	1.03	13.9	14.7	350	-9999.9	-9999.9	1.01	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 09	1.05	13.8	14.7	350	-9999.9	-9999.9	1.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 10	1.06	13.7	14.7	350	-9999.9	-9999.9	1.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 11	1.06	13.6	14.7	350	-9999.9	-9999.9	1.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 12	1.06	13.5	14.7	350	-9999.9	-9999.9	1.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 13	1.06	13.4	14.7	350	-9999.9	-9999.9	1.03	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 14	1.04	13.3	14.7	350	-9999.9	-9999.9	1.02	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 15	1.03	13.2	14.7	350	-9999.9	-9999.9	1.0	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 16	1.0	13.1	14.7	349	-9999.9	-9999.9	0.97	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 17	0.97	13.0	14.7	349	-9999.9	-9999.9	0.94	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
