Valor nulo: -9999.9												
Fecha (GMT)	Altura Signif. del Oleaje(m)	Periodo Medio(s)	Periodo de Pico(s)	Direcc. Media de Proced.(0=N,90=E)	Mar de viento:  Altura signif. Espectral(m)	Mar de viento: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 1:  Altura signif. Espectral(m)	Mar de fondo 1:  Periodo Medio Espectral(s)	Mar de fondo 1: Direcc. Media de Proced.(0=N,90=E)	Mar de fondo 2:  Altura signif. Espectral(m)	Mar de fondo 2:  Periodo Medio Espectral(s)	Mar de fondo 2: Direcc. Media de Proced.(0=N,90=E)
2024 10 07 18	0.94	12.9	14.7	349	-9999.9	-9999.9	0.91	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 19	0.91	12.9	13.3	349	-9999.9	-9999.9	0.88	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 20	0.88	12.8	13.3	349	-9999.9	-9999.9	0.85	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 21	0.86	12.7	13.3	348	-9999.9	-9999.9	0.83	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 22	0.84	12.5	13.3	348	-9999.9	-9999.9	0.81	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 07 23	0.83	12.2	13.3	348	-9999.9	-9999.9	0.79	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 00	0.82	11.9	13.3	347	-9999.9	-9999.9	0.77	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 01	0.8	11.6	13.3	347	-9999.9	-9999.9	0.74	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 02	0.77	11.4	13.3	347	-9999.9	-9999.9	0.71	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 03	0.73	11.2	13.3	346	-9999.9	-9999.9	0.68	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 04	0.7	11.1	13.3	346	-9999.9	-9999.9	0.65	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 05	0.68	11.1	12.1	346	-9999.9	-9999.9	0.63	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 06	0.67	11.0	12.1	346	-9999.9	-9999.9	0.62	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 07	0.66	11.0	12.1	345	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 08	0.65	10.8	12.1	345	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 09	0.65	10.5	12.1	344	-9999.9	-9999.9	0.56	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 10	0.64	10.2	12.1	344	-9999.9	-9999.9	0.55	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 11	0.63	10.0	12.1	344	-9999.9	-9999.9	0.54	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 12	0.63	9.9	12.1	344	-9999.9	-9999.9	0.54	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 13	0.62	10.0	12.1	344	-9999.9	-9999.9	0.54	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 14	0.63	10.3	12.1	345	-9999.9	-9999.9	0.56	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 15	0.66	10.7	12.1	346	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 16	0.72	11.2	13.3	346	-9999.9	-9999.9	0.66	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 17	0.79	11.7	13.3	347	-9999.9	-9999.9	0.74	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 18	0.86	12.0	13.3	348	-9999.9	-9999.9	0.82	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 19	0.92	12.2	13.3	348	-9999.9	-9999.9	0.87	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 20	0.94	12.3	13.3	348	-9999.9	-9999.9	0.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 21	0.95	12.2	13.3	348	-9999.9	-9999.9	0.91	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 22	0.94	12.2	13.3	348	-9999.9	-9999.9	0.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 08 23	0.92	12.0	13.3	348	-9999.9	-9999.9	0.87	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 00	0.89	11.8	13.3	347	-9999.9	-9999.9	0.84	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 01	0.85	11.7	12.1	347	-9999.9	-9999.9	0.8	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 02	0.81	11.5	12.1	347	-9999.9	-9999.9	0.75	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 03	0.76	11.4	12.1	347	-9999.9	-9999.9	0.71	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 04	0.72	11.1	12.1	346	-9999.9	-9999.9	0.66	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 05	0.68	10.1	12.1	346	-9999.9	-9999.9	0.61	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 06	0.66	7.9	12.1	346	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 07	0.63	6.8	12.1	347	-9999.9	-9999.9	0.54	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 08	0.63	4.9	12.1	344	-9999.9	-9999.9	0.51	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 09	0.85	2.6	11.0	316	-9999.9	-9999.9	0.5	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 10	0.93	2.5	11.0	275	-9999.9	-9999.9	0.49	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 11	1.22	2.6	11.0	227	-9999.9	-9999.9	0.47	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 12	1.34	2.6	3.2	228	-9999.9	-9999.9	0.46	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 13	1.4	2.8	3.2	270	-9999.9	-9999.9	0.44	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 14	1.78	3.4	3.5	307	-9999.9	-9999.9	0.5	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 15	1.77	3.7	10.0	321	-9999.9	-9999.9	0.62	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 16	1.72	3.7	10.0	325	-9999.9	-9999.9	0.65	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 17	1.51	3.7	10.0	330	-9999.9	-9999.9	0.63	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 18	1.22	4.1	10.0	336	-9999.9	-9999.9	0.61	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 19	1.13	4.3	19.5	335	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 20	1.13	4.7	19.5	338	-9999.9	-9999.9	0.62	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 21	1.08	6.4	19.5	344	-9999.9	-9999.9	0.63	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 22	1.08	7.8	9.1	346	-9999.9	-9999.9	0.62	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 09 23	1.14	6.1	9.1	344	-9999.9	-9999.9	0.6	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 00	1.2	5.1	9.1	341	-9999.9	-9999.9	0.59	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 01	1.23	5.0	8.3	342	-9999.9	-9999.9	0.59	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 02	1.24	4.8	8.3	342	-9999.9	-9999.9	0.57	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 03	1.2	4.9	8.3	344	-9999.9	-9999.9	0.54	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 04	1.15	5.3	8.3	347	-9999.9	-9999.9	0.51	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 05	1.1	5.3	7.5	347	-9999.9	-9999.9	0.48	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 06	1.06	5.5	7.5	348	-9999.9	-9999.9	0.45	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 07	1.03	5.8	7.5	350	-9999.9	-9999.9	0.43	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 08	0.98	6.5	7.5	352	-9999.9	-9999.9	0.42	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 09	0.95	6.3	7.5	351	-9999.9	-9999.9	0.4	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 10	0.92	6.3	7.5	351	-9999.9	-9999.9	0.39	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 11	0.88	6.2	8.3	351	-9999.9	-9999.9	0.37	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 12	0.89	5.5	8.3	349	-9999.9	-9999.9	0.36	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 13	0.92	4.6	8.3	347	-9999.9	-9999.9	0.34	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 14	0.9	4.5	7.5	348	-9999.9	-9999.9	0.32	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 15	0.86	4.8	7.5	349	-9999.9	-9999.9	0.31	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 16	0.81	5.4	7.5	350	-9999.9	-9999.9	0.3	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 17	0.76	5.9	7.5	351	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 18	0.73	6.1	7.5	351	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 19	0.71	6.2	8.3	351	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 20	0.7	6.3	8.3	351	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 21	0.7	6.5	8.3	351	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 22	0.7	6.7	8.3	351	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 10 23	0.69	6.8	8.3	351	-9999.9	-9999.9	0.28	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 00	0.69	6.9	8.3	351	-9999.9	-9999.9	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 01	0.67	6.9	8.3	351	-9999.9	-9999.9	0.27	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 02	0.65	6.9	8.3	351	-9999.9	-9999.9	0.26	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 03	0.63	6.8	8.3	351	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 04	0.61	6.7	8.3	351	-9999.9	-9999.9	0.25	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 05	0.59	6.6	8.3	351	-9999.9	-9999.9	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 06	0.57	6.7	8.3	350	-9999.9	-9999.9	0.24	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 07	0.55	6.8	8.3	350	-9999.9	-9999.9	0.23	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 08	0.53	6.8	7.5	350	-9999.9	-9999.9	0.22	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 09	0.51	6.7	7.5	350	-9999.9	-9999.9	0.21	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 10	0.51	6.4	7.5	353	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 11	0.55	5.6	7.5	2	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 12	0.53	5.3	7.5	6	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 13	0.48	5.2	9.1	6	-9999.9	-9999.9	0.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 14	0.48	4.9	9.1	12	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 15	0.54	5.0	5.7	20	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 16	0.59	5.2	6.2	25	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 17	0.62	5.4	6.2	26	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 18	0.55	5.3	6.8	28	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 19	0.47	5.3	6.8	29	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 20	0.44	5.3	6.8	30	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 21	0.43	5.4	6.8	32	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 22	0.41	5.4	7.5	33	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 11 23	0.37	5.5	7.5	33	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 00	0.33	5.6	7.5	32	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 01	0.3	5.7	7.5	31	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 02	0.27	5.8	7.5	30	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 03	0.24	5.8	7.5	28	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 04	0.23	5.9	7.5	24	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 05	0.22	6.0	7.5	21	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 06	0.22	6.3	6.8	17	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 07	0.19	6.0	6.8	17	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 08	0.18	5.8	7.5	13	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 09	0.16	5.6	7.5	9	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 10	0.14	5.9	7.5	359	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 11	0.13	5.8	6.8	352	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 12	0.13	5.7	6.8	351	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 13	0.13	5.9	6.8	350	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 14	0.12	5.4	6.8	349	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 15	0.12	6.1	13.3	350	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 16	0.13	3.1	14.7	358	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 17	0.17	2.4	14.7	7	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 18	0.19	2.5	13.3	6	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 19	0.22	2.3	13.3	8	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 20	0.27	2.3	2.6	11	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 21	0.28	2.7	2.9	12	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 22	0.28	2.9	2.9	14	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 12 23	0.28	3.0	3.2	15	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 00	0.28	3.0	3.2	15	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 01	0.26	3.0	3.2	14	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 02	0.24	3.0	3.2	13	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 03	0.22	3.0	2.9	11	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 04	0.2	2.9	2.9	8	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 05	0.18	2.8	2.9	5	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 06	0.17	2.8	2.6	3	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 07	0.16	2.8	2.6	1	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 08	0.16	2.6	2.6	2	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 09	0.16	2.6	2.6	2	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 10	0.15	2.7	2.6	1	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 11	0.14	2.8	10.0	1	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 12	0.15	2.7	9.1	3	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 13	0.17	2.6	2.6	7	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 14	0.2	2.6	2.6	13	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 15	0.21	2.6	9.1	17	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 16	0.18	2.7	9.1	16	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 17	0.18	3.0	4.7	19	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 18	0.18	3.3	9.1	19	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 19	0.17	3.4	9.1	12	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 20	0.17	3.5	8.3	4	-9999.9	-9999.9	0.04	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 21	0.17	3.7	8.3	358	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 22	0.18	4.0	8.3	354	-9999.9	-9999.9	0.05	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 13 23	0.19	4.2	6.2	350	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 00	0.2	4.4	6.2	347	-9999.9	-9999.9	0.06	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 01	0.21	4.9	6.2	346	-9999.9	-9999.9	0.07	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 02	0.23	4.8	6.2	346	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 03	0.24	4.9	10.0	347	-9999.9	-9999.9	0.08	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 04	0.26	5.0	10.0	349	-9999.9	-9999.9	0.09	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 05	0.27	5.0	10.0	351	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 06	0.28	5.2	9.1	353	-9999.9	-9999.9	0.1	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 07	0.3	5.4	9.1	354	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 08	0.31	5.6	9.1	354	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 09	0.32	5.7	9.1	354	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 10	0.32	5.8	9.1	354	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 11	0.33	5.5	9.1	354	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 12	0.36	4.0	9.1	358	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 13	0.45	2.9	9.1	8	-9999.9	-9999.9	0.11	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 14	0.54	2.9	9.1	13	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 15	0.57	3.0	9.1	13	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 16	0.6	3.2	3.5	12	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 17	0.62	3.5	4.2	13	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 18	0.6	3.9	4.2	14	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 19	0.54	4.1	4.2	14	-9999.9	-9999.9	0.12	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 20	0.49	4.1	4.2	14	-9999.9	-9999.9	0.13	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 21	0.47	4.0	4.2	13	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 22	0.46	4.0	4.2	13	-9999.9	-9999.9	0.14	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 14 23	0.46	4.1	4.2	13	-9999.9	-9999.9	0.15	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 00	0.48	4.2	4.2	14	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 01	0.5	4.2	4.2	15	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 02	0.51	4.3	4.7	16	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 03	0.53	4.4	4.7	16	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 04	0.55	4.5	4.7	17	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 05	0.55	4.6	4.7	18	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 06	0.55	4.8	5.1	20	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 07	0.55	4.9	5.1	21	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 08	0.54	5.1	5.1	23	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 09	0.52	5.1	5.7	24	-9999.9	-9999.9	0.2	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 10	0.5	5.1	5.7	24	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 11	0.47	5.0	5.1	24	-9999.9	-9999.9	0.19	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 12	0.44	4.8	5.1	23	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 13	0.42	4.8	5.1	23	-9999.9	-9999.9	0.18	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 14	0.39	4.8	12.1	22	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 15	0.37	4.9	12.1	21	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 16	0.36	4.8	12.1	20	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 17	0.34	4.6	12.1	18	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 18	0.32	4.4	12.1	12	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 19	0.3	4.0	12.1	5	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 20	0.28	4.3	12.1	1	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 21	0.26	4.6	12.1	358	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 22	0.26	4.9	13.3	355	-9999.9	-9999.9	0.16	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
2024 10 15 23	0.25	5.3	13.3	353	-9999.9	-9999.9	0.17	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
