Valor nulo: -9999.9	
Fecha (GMT)	Temperatura del Agua(ºC)
2020 01 25 05	12.422
2020 01 25 06	12.368
2020 01 25 07	12.309
2020 01 25 08	12.243
2020 01 25 09	12.171
2020 01 25 10	12.095
2020 01 25 11	12.021
2020 01 25 12	12.014
2020 01 25 13	12.07
2020 01 25 14	12.123
2020 01 25 15	12.177
2020 01 25 16	12.232
2020 01 25 17	12.285
2020 01 25 18	12.295
2020 01 25 19	12.272
2020 01 25 20	12.259
2020 01 25 21	12.248
2020 01 25 22	12.23
2020 01 25 23	12.225
2020 01 26 00	12.227
2020 01 26 01	12.229
2020 01 26 02	12.228
2020 01 26 03	12.215
2020 01 26 04	12.194
2020 01 26 05	12.174
2020 01 26 06	12.153
2020 01 26 07	12.125
2020 01 26 08	12.087
2020 01 26 09	12.045
2020 01 26 10	11.995
2020 01 26 11	11.929
2020 01 26 12	11.935
2020 01 26 13	12.016
2020 01 26 14	12.09
2020 01 26 15	12.163
2020 01 26 16	12.229
2020 01 26 17	12.267
2020 01 26 18	12.261
2020 01 26 19	12.235
2020 01 26 20	12.241
2020 01 26 21	12.292
2020 01 26 22	12.344
2020 01 26 23	12.392
2020 01 27 00	12.435
2020 01 27 01	12.471
2020 01 27 02	12.503
2020 01 27 03	12.53
2020 01 27 04	12.551
2020 01 27 05	12.563
2020 01 27 06	12.575
2020 01 27 07	12.573
2020 01 27 08	12.562
2020 01 27 09	12.547
2020 01 27 10	12.53
2020 01 27 11	12.505
2020 01 27 12	12.495
2020 01 27 13	12.504
2020 01 27 14	12.513
2020 01 27 15	12.542
2020 01 27 16	12.59
2020 01 27 17	12.633
2020 01 27 18	12.639
2020 01 27 19	12.612
2020 01 27 20	12.584
2020 01 27 21	12.551
2020 01 27 22	12.531
2020 01 27 23	12.55
2020 01 28 00	12.57
2020 01 28 01	12.582
2020 01 28 02	12.594
2020 01 28 03	12.605
2020 01 28 04	12.616
2020 01 28 05	12.626
2020 01 28 06	12.633
2020 01 28 07	12.637
2020 01 28 08	12.636
2020 01 28 09	12.632
2020 01 28 10	12.625
2020 01 28 11	12.615
2020 01 28 12	12.629
2020 01 28 13	12.663
2020 01 28 14	12.693
2020 01 28 15	12.732
2020 01 28 16	12.778
2020 01 28 17	12.819
2020 01 28 18	12.823
2020 01 28 19	12.802
2020 01 28 20	12.783
2020 01 28 21	12.756
2020 01 28 22	12.724
2020 01 28 23	12.695
2020 01 29 00	12.583
2020 01 29 01	12.561
2020 01 29 02	12.541
2020 01 29 03	12.525
2020 01 29 04	12.511
2020 01 29 05	12.491
2020 01 29 06	12.47
2020 01 29 07	12.448
2020 01 29 08	12.426
2020 01 29 09	12.411
2020 01 29 10	12.408
2020 01 29 11	12.422
2020 01 29 12	12.45
2020 01 29 13	12.48
2020 01 29 14	12.506
2020 01 29 15	12.538
2020 01 29 16	12.576
2020 01 29 17	12.61
2020 01 29 18	12.629
2020 01 29 19	12.636
2020 01 29 20	12.644
2020 01 29 21	12.654
2020 01 29 22	12.667
2020 01 29 23	12.681
2020 01 30 00	12.693
2020 01 30 01	12.697
2020 01 30 02	12.697
2020 01 30 03	12.695
2020 01 30 04	12.691
2020 01 30 05	12.687
2020 01 30 06	12.682
2020 01 30 07	12.674
2020 01 30 08	12.667
2020 01 30 09	12.661
2020 01 30 10	12.655
2020 01 30 11	12.648
2020 01 30 12	12.654
2020 01 30 13	12.67
2020 01 30 14	12.683
2020 01 30 15	12.695
2020 01 30 16	12.706
2020 01 30 17	12.716
2020 01 30 18	12.719
2020 01 30 19	12.72
2020 01 30 20	12.722
2020 01 30 21	12.718
2020 01 30 22	12.705
2020 01 30 23	12.691
2020 01 31 00	12.661
2020 01 31 01	12.629
2020 01 31 02	12.595
2020 01 31 03	12.556
2020 01 31 04	12.517
2020 01 31 05	12.482
2020 01 31 06	12.451
2020 01 31 07	12.42
2020 01 31 08	12.392
2020 01 31 09	12.373
2020 01 31 10	12.362
2020 01 31 11	12.361
2020 01 31 12	12.415
2020 01 31 13	12.494
2020 01 31 14	12.563
2020 01 31 15	12.641
2020 01 31 16	12.718
2020 01 31 17	12.777
2020 01 31 18	12.798
2020 01 31 19	12.792
2020 01 31 20	12.802
2020 01 31 21	12.812
2020 01 31 22	12.818
2020 01 31 23	12.828
2020 02 01 00	12.838
2020 02 01 01	12.842
2020 02 01 02	12.839
2020 02 01 03	12.836
2020 02 01 04	12.833
2020 02 01 05	12.829
2020 02 01 06	12.822
2020 02 01 07	12.809
2020 02 01 08	12.794
2020 02 01 09	12.777
2020 02 01 10	12.763
2020 02 01 11	12.75
2020 02 01 12	12.785
2020 02 01 13	12.858
2020 02 01 14	12.905
2020 02 01 15	12.949
2020 02 01 16	12.983
2020 02 01 17	13.0
2020 02 01 18	12.999
2020 02 01 19	12.992
2020 02 01 20	12.992
2020 02 01 21	12.981
2020 02 01 22	12.961
2020 02 01 23	12.945
2020 02 02 00	12.932
2020 02 02 01	12.914
2020 02 02 02	12.894
2020 02 02 03	12.879
2020 02 02 04	12.871
2020 02 02 05	12.867
2020 02 02 06	12.863
2020 02 02 07	12.848
2020 02 02 08	12.822
2020 02 02 09	12.796
2020 02 02 10	12.774
2020 02 02 11	12.752
2020 02 02 12	12.797
2020 02 02 13	12.915
2020 02 02 14	13.021
2020 02 02 15	13.108
2020 02 02 16	13.147
2020 02 02 17	13.174
2020 02 02 18	13.159
2020 02 02 19	13.141
2020 02 02 20	13.133
2020 02 02 21	13.117
2020 02 02 22	13.093
2020 02 02 23	13.068
2020 02 03 00	13.04
2020 02 03 01	13.01
2020 02 03 02	12.98
2020 02 03 03	12.945
2020 02 03 04	12.91
2020 02 03 05	12.88
2020 02 03 06	12.854
2020 02 03 07	12.828
2020 02 03 08	12.804
2020 02 03 09	12.785
2020 02 03 10	12.773
2020 02 03 11	12.767
2020 02 03 12	12.807
2020 02 03 13	12.879
2020 02 03 14	12.942
2020 02 03 15	13.011
2020 02 03 16	13.083
2020 02 03 17	13.142
2020 02 03 18	13.155
2020 02 03 19	13.143
2020 02 03 20	13.136
2020 02 03 21	13.115
2020 02 03 22	13.092
2020 02 03 23	13.076
2020 02 04 00	13.066
2020 02 04 01	13.053
2020 02 04 02	13.039
2020 02 04 03	13.03
2020 02 04 04	13.024
2020 02 04 05	13.018
2020 02 04 06	13.013
2020 02 04 07	13.006
2020 02 04 08	12.997
2020 02 04 09	12.99
2020 02 04 10	12.982
2020 02 04 11	12.978
2020 02 04 12	12.979
2020 02 04 13	12.982
2020 02 04 14	12.982
2020 02 04 15	12.982
2020 02 04 16	12.982
2020 02 04 17	12.981
2020 02 04 18	12.971
2020 02 04 19	12.955
2020 02 04 20	12.935
2020 02 04 21	12.901
2020 02 04 22	12.859
2020 02 04 23	12.821
2020 02 05 00	12.766
2020 02 05 01	12.725
2020 02 05 02	12.688
2020 02 05 03	12.65
2020 02 05 04	12.615
2020 02 05 05	12.58
2020 02 05 06	12.555
2020 02 05 07	12.554
2020 02 05 08	12.583
2020 02 05 09	12.66
2020 02 05 10	12.708
2020 02 05 11	12.765
2020 02 05 12	12.841
2020 02 05 13	12.918
2020 02 05 14	12.979
2020 02 05 15	13.041
2020 02 05 16	13.101
2020 02 05 17	13.153
2020 02 05 18	13.183
2020 02 05 19	13.19
2020 02 05 20	13.192
2020 02 05 21	13.186
2020 02 05 22	13.177
2020 02 05 23	13.171
2020 02 06 00	13.162
2020 02 06 01	13.141
2020 02 06 02	13.108
2020 02 06 03	13.062
2020 02 06 04	13.007
2020 02 06 05	12.969
2020 02 06 06	12.962
2020 02 06 07	12.939
2020 02 06 08	12.904
2020 02 06 09	12.87
2020 02 06 10	12.837
2020 02 06 11	12.804
2020 02 06 12	12.821
2020 02 06 13	12.879
2020 02 06 14	12.936
2020 02 06 15	13.019
2020 02 06 16	13.13
2020 02 06 17	13.245
2020 02 06 18	13.278
2020 02 06 19	13.214
2020 02 06 20	13.148
2020 02 06 21	13.06
2020 02 06 22	12.967
2020 02 06 23	12.894
2020 02 07 00	12.832
2020 02 07 01	12.776
2020 02 07 02	12.727
2020 02 07 03	12.69
2020 02 07 04	12.669
2020 02 07 05	12.669
2020 02 07 06	12.701
2020 02 07 07	12.712
2020 02 07 08	12.69
2020 02 07 09	12.656
2020 02 07 10	12.622
2020 02 07 11	12.586
2020 02 07 12	12.611
2020 02 07 13	12.693
2020 02 07 14	12.777
2020 02 07 15	12.88
2020 02 07 16	13.003
2020 02 07 17	13.117
2020 02 07 18	13.141
2020 02 07 19	13.064
2020 02 07 20	12.986
2020 02 07 21	12.924
2020 02 07 22	12.874
2020 02 07 23	12.835
2020 02 08 00	12.799
2020 02 08 01	12.762
2020 02 08 02	12.746
2020 02 08 03	12.751
2020 02 08 04	12.759
2020 02 08 05	12.807
2020 02 08 06	12.865
2020 02 08 07	12.883
2020 02 08 08	12.879
2020 02 08 09	12.869
2020 02 08 10	12.854
2020 02 08 11	12.831
2020 02 08 12	12.818
2020 02 08 13	12.815
2020 02 08 14	12.815
2020 02 08 15	12.837
2020 02 08 16	12.883
2020 02 08 17	12.934
2020 02 08 18	12.954
2020 02 08 19	12.928
2020 02 08 20	12.892
2020 02 08 21	12.827
2020 02 08 22	12.737
2020 02 08 23	12.644
2020 02 09 00	12.556
2020 02 09 01	12.479
2020 02 09 02	12.418
2020 02 09 03	12.372
2020 02 09 04	12.351
2020 02 09 05	12.348
2020 02 09 06	12.358
2020 02 09 07	12.361
2020 02 09 08	12.38
2020 02 09 09	12.416
2020 02 09 10	12.45
2020 02 09 11	12.484
2020 02 09 12	12.536
2020 02 09 13	12.59
2020 02 09 14	12.633
2020 02 09 15	12.678
2020 02 09 16	12.724
2020 02 09 17	12.77
2020 02 09 18	12.801
2020 02 09 19	12.824
2020 02 09 20	12.855
2020 02 09 21	12.879
2020 02 09 22	12.876
2020 02 09 23	12.861
2020 02 10 00	12.84
2020 02 10 01	12.815
2020 02 10 02	12.787
2020 02 10 03	12.757
2020 02 10 04	12.723
2020 02 10 05	12.688
2020 02 10 06	12.658
2020 02 10 07	12.628
2020 02 10 08	12.595
2020 02 10 09	12.576
2020 02 10 10	12.572
2020 02 10 11	12.565
2020 02 10 12	12.612
2020 02 10 13	12.71
2020 02 10 14	12.804
2020 02 10 15	12.919
2020 02 10 16	13.055
2020 02 10 17	13.166
2020 02 10 18	13.173
2020 02 10 19	13.105
2020 02 10 20	13.048
2020 02 10 21	12.992
2020 02 10 22	12.959
2020 02 10 23	12.932
2020 02 11 00	12.907
2020 02 11 01	12.881
2020 02 11 02	12.855
2020 02 11 03	12.831
2020 02 11 04	12.811
2020 02 11 05	12.797
2020 02 11 06	12.79
2020 02 11 07	12.786
2020 02 11 08	12.78
2020 02 11 09	12.777
2020 02 11 10	12.774
2020 02 11 11	12.77
2020 02 11 12	12.768
2020 02 11 13	12.769
2020 02 11 14	12.766
2020 02 11 15	12.764
2020 02 11 16	12.762
2020 02 11 17	12.763
2020 02 11 18	12.756
2020 02 11 19	12.74
2020 02 11 20	12.717
2020 02 11 21	12.682
2020 02 11 22	12.638
2020 02 11 23	12.596
2020 02 12 00	12.557
2020 02 12 01	12.526
2020 02 12 02	12.507
2020 02 12 03	12.492
2020 02 12 04	12.476
2020 02 12 05	12.454
2020 02 12 06	12.423
2020 02 12 07	12.39
2020 02 12 08	12.357
2020 02 12 09	12.328
2020 02 12 10	12.313
2020 02 12 11	12.32
2020 02 12 12	12.388
2020 02 12 13	12.471
2020 02 12 14	12.528
2020 02 12 15	12.6
2020 02 12 16	12.676
2020 02 12 17	12.731
2020 02 12 18	12.749
2020 02 12 19	12.741
2020 02 12 20	12.73
2020 02 12 21	12.684
2020 02 12 22	12.618
2020 02 12 23	12.591
2020 02 13 00	12.567
2020 02 13 01	12.535
2020 02 13 02	12.494
2020 02 13 03	12.448
2020 02 13 04	12.401
2020 02 13 05	12.353
2020 02 13 06	12.307
2020 02 13 07	12.263
2020 02 13 08	12.219
2020 02 13 09	12.185
2020 02 13 10	12.161
2020 02 13 11	12.139
2020 02 13 12	12.185
2020 02 13 13	12.299
2020 02 13 14	12.401
2020 02 13 15	12.491
2020 02 13 16	12.553
2020 02 13 17	12.591
2020 02 13 18	12.601
2020 02 13 19	12.585
2020 02 13 20	12.573
2020 02 13 21	12.552
2020 02 13 22	12.525
2020 02 13 23	12.496
2020 02 14 00	12.463
2020 02 14 01	12.425
2020 02 14 02	12.39
2020 02 14 03	12.353
2020 02 14 04	12.319
2020 02 14 05	12.291
2020 02 14 06	12.26
2020 02 14 07	12.216
2020 02 14 08	12.168
2020 02 14 09	12.127
2020 02 14 10	12.096
2020 02 14 11	12.063
2020 02 14 12	12.11
2020 02 14 13	12.24
2020 02 14 14	12.359
2020 02 14 15	12.483
2020 02 14 16	12.601
2020 02 14 17	12.69
2020 02 14 18	12.699
2020 02 14 19	12.661
2020 02 14 20	12.628
2020 02 14 21	12.572
2020 02 14 22	12.502
2020 02 14 23	12.446
2020 02 15 00	12.399
2020 02 15 01	12.359
2020 02 15 02	12.324
2020 02 15 03	12.291
2020 02 15 04	12.261
2020 02 15 05	12.237
2020 02 15 06	12.218
2020 02 15 07	12.187
2020 02 15 08	12.137
2020 02 15 09	12.083
2020 02 15 10	12.036
2020 02 15 11	11.985
2020 02 15 12	12.018
2020 02 15 13	12.145
2020 02 15 14	12.25
2020 02 15 15	12.292
2020 02 15 16	12.326
2020 02 15 17	12.373
2020 02 15 18	12.406
2020 02 15 19	12.422
2020 02 15 20	12.437
2020 02 15 21	12.445
2020 02 15 22	12.453
2020 02 15 23	12.468
2020 02 16 00	12.485
2020 02 16 01	12.493
2020 02 16 02	12.491
2020 02 16 03	12.481
2020 02 16 04	12.463
2020 02 16 05	12.44
2020 02 16 06	12.416
2020 02 16 07	12.397
2020 02 16 08	12.384
2020 02 16 09	12.382
2020 02 16 10	12.387
2020 02 16 11	12.398
2020 02 16 12	12.425
2020 02 16 13	12.454
2020 02 16 14	12.478
2020 02 16 15	12.504
2020 02 16 16	12.529
2020 02 16 17	12.556
2020 02 16 18	12.563
2020 02 16 19	12.555
2020 02 16 20	12.549
2020 02 16 21	12.538
2020 02 16 22	12.519
2020 02 16 23	12.5
2020 02 17 00	12.499
2020 02 17 01	12.49
2020 02 17 02	12.477
2020 02 17 03	12.458
2020 02 17 04	12.437
2020 02 17 05	12.414
2020 02 17 06	12.393
2020 02 17 07	12.379
2020 02 17 08	12.369
2020 02 17 09	12.364
2020 02 17 10	12.361
2020 02 17 11	12.36
2020 02 17 12	12.363
2020 02 17 13	12.366
2020 02 17 14	12.364
2020 02 17 15	12.368
2020 02 17 16	12.376
2020 02 17 17	12.383
2020 02 17 18	12.38
2020 02 17 19	12.371
2020 02 17 20	12.363
2020 02 17 21	12.351
2020 02 17 22	12.335
2020 02 17 23	12.318
2020 02 18 00	12.294
2020 02 18 01	12.272
2020 02 18 02	12.253
2020 02 18 03	12.234
2020 02 18 04	12.214
2020 02 18 05	12.193
2020 02 18 06	12.172
2020 02 18 07	12.154
2020 02 18 08	12.138
2020 02 18 09	12.129
2020 02 18 10	12.123
2020 02 18 11	12.123
2020 02 18 12	12.151
2020 02 18 13	12.19
2020 02 18 14	12.221
2020 02 18 15	12.25
2020 02 18 16	12.28
2020 02 18 17	12.307
2020 02 18 18	12.311
2020 02 18 19	12.3
2020 02 18 20	12.293
2020 02 18 21	12.274
2020 02 18 22	12.249
2020 02 18 23	12.228
2020 02 19 00	12.324
2020 02 19 01	12.304
2020 02 19 02	12.288
2020 02 19 03	12.274
2020 02 19 04	12.263
2020 02 19 05	12.257
2020 02 19 06	12.251
2020 02 19 07	12.234
2020 02 19 08	12.207
2020 02 19 09	12.183
2020 02 19 10	12.156
2020 02 19 11	12.121
2020 02 19 12	12.154
2020 02 19 13	12.258
2020 02 19 14	12.358
2020 02 19 15	12.469
2020 02 19 16	12.583
2020 02 19 17	12.655
2020 02 19 18	12.628
2020 02 19 19	12.584
2020 02 19 20	12.554
2020 02 19 21	12.498
2020 02 19 22	12.418
2020 02 19 23	12.341
2020 02 20 00	12.268
2020 02 20 01	12.205
2020 02 20 02	12.168
2020 02 20 03	12.183
2020 02 20 04	12.222
2020 02 20 05	12.238
2020 02 20 06	12.252
2020 02 20 07	12.232
2020 02 20 08	12.203
2020 02 20 09	12.185
2020 02 20 10	12.182
2020 02 20 11	12.186
2020 02 20 12	12.225
2020 02 20 13	12.277
2020 02 20 14	12.324
2020 02 20 15	12.382
2020 02 20 16	12.451
2020 02 20 17	12.531
2020 02 20 18	12.562
2020 02 20 19	12.544
2020 02 20 20	12.531
2020 02 20 21	12.504
2020 02 20 22	12.464
2020 02 20 23	12.428
2020 02 21 00	12.397
2020 02 21 01	12.369
2020 02 21 02	12.338
2020 02 21 03	12.301
2020 02 21 04	12.259
2020 02 21 05	12.215
2020 02 21 06	12.173
2020 02 21 07	12.145
2020 02 21 08	12.148
2020 02 21 09	12.164
2020 02 21 10	12.191
2020 02 21 11	12.222
2020 02 21 12	12.275
2020 02 21 13	12.342
2020 02 21 14	12.395
2020 02 21 15	12.451
2020 02 21 16	12.508
2020 02 21 17	12.555
2020 02 21 18	12.565
2020 02 21 19	12.555
2020 02 21 20	12.55
2020 02 21 21	12.523
2020 02 21 22	12.479
2020 02 21 23	12.442
2020 02 22 00	12.407
2020 02 22 01	12.362
2020 02 22 02	12.304
2020 02 22 03	12.242
2020 02 22 04	12.183
2020 02 22 05	12.126
2020 02 22 06	12.085
2020 02 22 07	12.05
2020 02 22 08	12.028
2020 02 22 09	12.03
2020 02 22 10	12.04
2020 02 22 11	12.046
2020 02 22 12	12.1
2020 02 22 13	12.195
2020 02 22 14	12.276
2020 02 22 15	12.361
2020 02 22 16	12.445
2020 02 22 17	12.523
2020 02 22 18	12.552
2020 02 22 19	12.55
2020 02 22 20	12.551
2020 02 22 21	12.52
2020 02 22 22	12.457
2020 02 22 23	12.386
2020 02 23 00	12.331
2020 02 23 01	12.273
2020 02 23 02	12.208
2020 02 23 03	12.153
2020 02 23 04	12.105
2020 02 23 05	12.06
2020 02 23 06	12.028
2020 02 23 07	11.997
2020 02 23 08	11.957
2020 02 23 09	11.932
2020 02 23 10	11.963
2020 02 23 11	12.021
2020 02 23 12	12.087
2020 02 23 13	12.18
2020 02 23 14	12.266
2020 02 23 15	12.372
2020 02 23 16	12.507
2020 02 23 17	12.65
2020 02 23 18	12.712
2020 02 23 19	12.686
2020 02 23 20	12.659
2020 02 23 21	12.582
2020 02 23 22	12.456
2020 02 23 23	12.35
2020 02 24 00	12.281
2020 02 24 01	12.224
2020 02 24 02	12.171
2020 02 24 03	12.124
2020 02 24 04	12.08
2020 02 24 05	12.035
2020 02 24 06	11.994
2020 02 24 07	11.944
2020 02 24 08	11.889
2020 02 24 09	11.853
2020 02 24 10	11.852
2020 02 24 11	11.9
2020 02 24 12	12.022
2020 02 24 13	12.133
2020 02 24 14	12.227
2020 02 24 15	12.314
2020 02 24 16	12.384
2020 02 24 17	12.441
2020 02 24 18	12.463
2020 02 24 19	12.462
2020 02 24 20	12.464
2020 02 24 21	12.453
2020 02 24 22	12.432
2020 02 24 23	12.41
2020 02 25 00	12.396
2020 02 25 01	12.391
2020 02 25 02	12.391
2020 02 25 03	12.393
2020 02 25 04	12.391
2020 02 25 05	12.387
2020 02 25 06	12.381
2020 02 25 07	12.37
2020 02 25 08	12.356
2020 02 25 09	12.344
2020 02 25 10	12.339
2020 02 25 11	12.346
2020 02 25 12	12.375
2020 02 25 13	12.406
2020 02 25 14	12.431
2020 02 25 15	12.452
2020 02 25 16	12.467
2020 02 25 17	12.478
2020 02 25 18	12.485
2020 02 25 19	12.49
2020 02 25 20	12.492
2020 02 25 21	12.492
2020 02 25 22	12.489
2020 02 25 23	12.487
2020 02 26 00	12.46
2020 02 26 01	12.463
2020 02 26 02	12.466
2020 02 26 03	12.47
2020 02 26 04	12.47
2020 02 26 05	12.469
2020 02 26 06	12.466
2020 02 26 07	12.463
2020 02 26 08	12.458
2020 02 26 09	12.455
2020 02 26 10	12.452
2020 02 26 11	12.449
2020 02 26 12	12.456
2020 02 26 13	12.467
2020 02 26 14	12.477
2020 02 26 15	12.484
2020 02 26 16	12.487
2020 02 26 17	12.492
2020 02 26 18	12.49
2020 02 26 19	12.486
2020 02 26 20	12.483
2020 02 26 21	12.475
2020 02 26 22	12.461
2020 02 26 23	12.446
2020 02 27 00	12.433
2020 02 27 01	12.424
2020 02 27 02	12.415
2020 02 27 03	12.408
2020 02 27 04	12.402
2020 02 27 05	12.398
2020 02 27 06	12.393
2020 02 27 07	12.388
2020 02 27 08	12.39
2020 02 27 09	12.405
2020 02 27 10	12.429
2020 02 27 11	12.449
2020 02 27 12	12.466
2020 02 27 13	12.481
2020 02 27 14	12.494
2020 02 27 15	12.509
2020 02 27 16	12.523
2020 02 27 17	12.536
2020 02 27 18	12.542
2020 02 27 19	12.544
2020 02 27 20	12.547
2020 02 27 21	12.548
2020 02 27 22	12.546
2020 02 27 23	12.546
2020 02 28 00	12.546
2020 02 28 01	12.545
2020 02 28 02	12.541
2020 02 28 03	12.525
2020 02 28 04	12.496
2020 02 28 05	12.466
2020 02 28 06	12.429
2020 02 28 07	12.386
2020 02 28 08	12.346
2020 02 28 09	12.322
2020 02 28 10	12.317
2020 02 28 11	12.319
2020 02 28 12	12.398
2020 02 28 13	12.523
2020 02 28 14	12.624
2020 02 28 15	12.702
2020 02 28 16	12.756
2020 02 28 17	12.799
2020 02 28 18	12.803
2020 02 28 19	12.792
2020 02 28 20	12.784
2020 02 28 21	12.748
2020 02 28 22	12.692
2020 02 28 23	12.657
2020 02 29 00	12.641
2020 02 29 01	12.63
2020 02 29 02	12.62
2020 02 29 03	12.612
2020 02 29 04	12.604
2020 02 29 05	12.596
2020 02 29 06	12.589
2020 02 29 07	12.582
2020 02 29 08	12.574
2020 02 29 09	12.567
2020 02 29 10	12.561
2020 02 29 11	12.557
2020 02 29 12	12.56
2020 02 29 13	12.564
2020 02 29 14	12.568
2020 02 29 15	12.575
2020 02 29 16	12.585
2020 02 29 17	12.593
2020 02 29 18	12.59
2020 02 29 19	12.581
2020 02 29 20	12.575
2020 02 29 21	12.568
2020 02 29 22	12.55
2020 02 29 23	12.523
2020 03 01 00	12.509
2020 03 01 01	12.496
2020 03 01 02	12.492
2020 03 01 03	12.493
2020 03 01 04	12.498
2020 03 01 05	12.506
2020 03 01 06	12.51
2020 03 01 07	12.502
2020 03 01 08	12.487
2020 03 01 09	12.477
2020 03 01 10	12.475
2020 03 01 11	12.481
2020 03 01 12	12.509
2020 03 01 13	12.543
2020 03 01 14	12.582
2020 03 01 15	12.658
2020 03 01 16	12.786
2020 03 01 17	12.938
2020 03 01 18	12.982
2020 03 01 19	12.89
2020 03 01 20	12.809
2020 03 01 21	12.746
2020 03 01 22	12.716
2020 03 01 23	12.688
2020 03 02 00	12.66
2020 03 02 01	12.654
2020 03 02 02	12.652
2020 03 02 03	12.634
2020 03 02 04	12.621
2020 03 02 05	12.613
2020 03 02 06	12.603
2020 03 02 07	12.591
2020 03 02 08	12.579
2020 03 02 09	12.568
2020 03 02 10	12.557
2020 03 02 11	12.545
2020 03 02 12	12.541
2020 03 02 13	12.542
2020 03 02 14	12.545
2020 03 02 15	12.549
2020 03 02 16	12.554
2020 03 02 17	12.56
2020 03 02 18	12.558
2020 03 02 19	12.551
2020 03 02 20	12.545
2020 03 02 21	12.535
2020 03 02 22	12.521
2020 03 02 23	12.505
2020 03 03 00	12.486
2020 03 03 01	12.466
2020 03 03 02	12.446
2020 03 03 03	12.43
2020 03 03 04	12.416
2020 03 03 05	12.406
2020 03 03 06	12.398
2020 03 03 07	12.378
2020 03 03 08	12.376
2020 03 03 09	12.419
2020 03 03 10	12.462
2020 03 03 11	12.473
2020 03 03 12	12.482
2020 03 03 13	12.496
2020 03 03 14	12.508
2020 03 03 15	12.526
2020 03 03 16	12.548
2020 03 03 17	12.575
2020 03 03 18	12.586
2020 03 03 19	12.588
2020 03 03 20	12.594
2020 03 03 21	12.584
2020 03 03 22	12.557
2020 03 03 23	12.534
2020 03 04 00	12.524
2020 03 04 01	12.52
2020 03 04 02	12.516
2020 03 04 03	12.51
2020 03 04 04	12.502
2020 03 04 05	12.497
2020 03 04 06	12.496
2020 03 04 07	12.493
2020 03 04 08	12.488
2020 03 04 09	12.487
2020 03 04 10	12.491
2020 03 04 11	12.497
2020 03 04 12	12.537
2020 03 04 13	12.616
2020 03 04 14	12.698
2020 03 04 15	12.791
2020 03 04 16	12.892
2020 03 04 17	12.991
2020 03 04 18	13.055
2020 03 04 19	13.07
2020 03 04 20	13.06
2020 03 04 21	13.003
2020 03 04 22	12.907
2020 03 04 23	12.826
2020 03 05 00	12.759
2020 03 05 01	12.721
2020 03 05 02	12.695
2020 03 05 03	12.672
2020 03 05 04	12.648
2020 03 05 05	12.625
2020 03 05 06	12.61
2020 03 05 07	12.601
2020 03 05 08	12.594
2020 03 05 09	12.59
2020 03 05 10	12.584
2020 03 05 11	12.579
2020 03 05 12	12.582
2020 03 05 13	12.592
2020 03 05 14	12.602
2020 03 05 15	12.612
2020 03 05 16	12.623
2020 03 05 17	12.634
2020 03 05 18	12.636
2020 03 05 19	12.632
2020 03 05 20	12.629
2020 03 05 21	12.619
2020 03 05 22	12.604
2020 03 05 23	12.588
2020 03 06 00	12.569
2020 03 06 01	12.555
2020 03 06 02	12.548
2020 03 06 03	12.548
2020 03 06 04	12.546
2020 03 06 05	12.537
2020 03 06 06	12.52
2020 03 06 07	12.502
2020 03 06 08	12.485
2020 03 06 09	12.472
2020 03 06 10	12.461
2020 03 06 11	12.45
2020 03 06 12	12.447
